quotation,cusref,cusname,season,machine,complexity,gauge,qty quo,std_min,cost_min,knit_min,mup_min,tech_min,fin_min,quo_weight,gar_weight,wet_process,wet_process_cost,variable_cost ,yarn_cost,total_cost,sales_price,perc_ros,profit_pce,contrib_pce,contrib_min,profit
200077943,BETTY & CO,Betty Barclay Gents,SS20N,Automatic,S,10,"1,945",89,2,60,49,0,6,512,465,Normal Wash Supersoft,17,221,166,221,606,18,109,385,3,Y
200077944,BETTY & CO,Betty Barclay Gents,SS20N,Automatic,S,10,"2,509",89,2,78,43,0,5,446,405,Normal Wash Supersoft,17,198,145,198,597,16,98,398,3,Y
200120101,MARLBORO BRAND,Lemaka Marlboro Gents,AW20N,Automatic,S,7,"6,152",85,1,47,27,1,5,320,309,Normal Wash Soft,28,41,3,41,200,32,63,159,2,Y
200120401,MARLBORO BRAND,Lemaka Marlboro Gents,AW20N,Automatic,S,7,"8,430",85,1,47,26,1,5,320,309,Normal Wash Soft,28,165,135,165,200,-30,-60,35,0,N
200131101,T681.034,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"11,800",85,2,67,59,0,10,483,420,Normal Wash Soft,28,195,135,195,358,-30,-108,162,1,N
200131102,T20.806,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"11,800",85,2,67,59,0,10,483,420,Normal Wash Soft,28,196,135,196,358,-31,-109,161,1,N
200131901,T20.807,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"4,000",85,2,118,55,4,22,940,817,Normal Wash Soft,28,346,266,346,615,-28,-174,268,1,N
200097601,T20.801,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"15,001",85,2,75,51,0,10,510,443,Piece Dye Acrylic,70,211,127,211,323,-42,-137,113,1,N
200107303,Charl,Woolworths Edition Knitwear Gents,AW20N,Automatic,S,12,"3,001",85,2,50,36,0,5,365,337,Normal Wash Soft,28,125,81,125,358,11,40,233,3,Y
210074201,LYANNA UPDATE,Cape Union Mart Old Khaki Ladies,AW21S,Automatic,M,12,"2,400",83,3,48,39,1,5,270,0,Normal Wash Soft,28,108,62,130,317,-27,-85,210,2,N
210079201,MKM.045,Markham Gents,AW21S,Hand Flat,S,12,"44,400",95,1,109,34,0,5,237,273,Normal Wash Soft,28,100,62,127,267,-5,-12,167,1,N
210074801,T681.039 REPEAT,Woolworths (Pty) Ltd Premium Ladies,AW21S,Automatic,C,12,600,83,5,56,35,0,5,191,165,Normal Wash Soft,28,207,164,207,603,-21,-127,396,4,N
190228616,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,"2,680",89,2,43,31,0,5,488,440,Normal Wash Supersoft,17,189,140,189,403,6,25,214,3,Y
190228617,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,600,89,4,50,14,0,6,258,235,Normal Wash Supersoft,17,160,73,160,403,-6,-25,243,3,N
190228618,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,900,89,4,34,38,4,7,382,335,Normal Wash Supersoft,17,194,107,194,438,-16,-71,244,3,N
190228619,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,623,89,4,75,34,2,5,264,241,Normal Wash Supersoft,17,121,77,121,427,-32,-135,307,3,N
190228620,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,"1,200",89,4,70,49,3,6,446,397,Normal Wash Supersoft,17,216,135,216,521,-35,-183,305,2,N
190228621,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,600,89,4,79,38,0,6,287,261,Normal Wash Supersoft,17,136,82,136,434,-39,-169,298,2,N
190228622,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,"2,152",89,2,62,35,4,5,389,354,Normal Wash Supersoft,17,166,110,166,540,23,122,375,4,Y
190228623,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,"10,438",89,2,49,45,0,5,423,385,Normal Wash Supersoft,17,177,129,177,440,23,100,262,3,Y
190228624,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,5,"5,012",89,2,35,31,0,5,482,433,Normal Wash Supersoft,17,316,260,316,528,17,89,212,3,Y
190228625,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,"9,335",89,2,44,31,2,5,383,348,Normal Wash Supersoft,17,155,109,155,438,34,147,283,3,Y
190228633,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,"2,084",89,2,80,38,0,5,416,376,Normal Wash Supersoft,17,170,122,170,464,0,0,293,2,N
200104601,MONTANA SMOO CO,Zadig & Voltaire Ladies,AW20N,Automatic,C,14,329,85,4,102,69,2,5,429,450,Normal Wash Supersoft,28,346,271,346,791,-32,-250,446,2,N
200120001,BIKY C,Zadig & Voltaire Ladies,AW20N,Automatic,C,5,"1,102",85,5,48,39,10,5,335,354,Cashmere Wash,40,"1,811","1,709","1,811","2,450",5,123,640,6,Y
200135801,CASSY C STAR PATCH,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,"1,913",85,2,77,99,46,5,278,295,Cashmere Wash,40,"1,582","1,425","1,582","2,171",3,62,589,3,Y
200109801,CICI PATCH STARS,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,"3,396",85,2,52,49,14,5,176,185,Cashmere Wash,40,"1,014",895,"1,014","1,561",18,285,547,5,Y
200104101,WILDY C,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,407,85,4,93,27,43,15,520,520,Cashmere Wash,40,"2,887","2,735","2,887","4,429",17,747,"1,541",9,Y
200104401,BRUMY CO SMOO,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,"3,002",85,2,121,62,2,5,289,305,Normal Wash Supersoft,28,256,189,256,800,22,179,544,3,Y
200139601,GABY C,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,"1,997",85,3,51,52,5,5,231,243,Cashmere Wash,40,"1,355","1,174","1,355","1,986",15,289,631,6,Y
200104201,INDY CO SMOO,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,"1,039",85,3,137,60,17,5,362,378,Normal Wash Supersoft,28,303,232,303,804,-30,-240,501,2,N
200109501,MALY CO SMOO,Zadig & Voltaire Ladies,AW20N,Automatic,C,14,"1,312",85,3,149,147,31,5,499,525,Normal Wash Soft,28,575,327,575,"1,443",0,-5,868,3,N
200133002,NICKO C,Zadig & Voltaire Ladies,AW20N,Automatic,C,5,"1,438",85,5,51,36,0,5,218,228,Cashmere Wash,40,"1,209","1,123","1,209","1,997",15,293,788,9,Y
200134901,REGLIS ML,Zadig & Voltaire Ladies,AW20N,Automatic,C,14,"2,435",85,3,51,55,10,5,240,250,Merino Wash,28,566,397,566,"1,172",22,258,606,5,Y
200108901,ROSANY C,Zadig & Voltaire Ladies,AW20N,Automatic,C,5,442,85,5,73,42,6,10,532,550,Cashmere Wash,40,"2,868","2,737","2,868","4,138",15,617,"1,271",10,Y
200136301,SCARLETT C,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,"1,340",85,5,69,64,7,5,254,270,Cashmere Wash,40,"1,483","1,357","1,483","2,487",14,349,"1,004",7,Y
200127601,BRUMY M SMOO,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,250,85,4,100,62,2,5,327,355,Normal Wash Std,28,659,566,659,"1,289",-4,-55,629,4,N
200127501,SKYE WO SMOO,Zadig & Voltaire Ladies,AW20N,Automatic,C,12,605,85,3,186,92,8,5,395,420,Normal Wash Supersoft,28,690,558,690,"1,761",14,247,"1,071",4,Y
200145101,CLASH M,Zadig & Voltaire Gents,AW20N,Automatic,C,14,748,85,3,95,83,30,5,285,280,Merino Antipilling,50,478,341,478,"1,541",21,326,"1,063",5,Y
200145001,MONASTIR M,Zadig & Voltaire Gents,AW20N,Automatic,C,14,"1,879",85,3,80,43,8,5,194,189,Merino Antipilling,50,331,234,331,"1,099",31,337,768,6,Y
200146401,KENNEDY C ARROW INT,Zadig & Voltaire Gents,AW20N,Automatic,C,5,"1,098",85,5,36,38,4,5,297,290,Cashmere Wash,40,"1,657","1,551","1,657","2,231",5,122,573,7,Y
200135601,MS 10404187,Marks & Spencer Plc T30 Gents,AW20N,Automatic,M,7,702,85,5,65,39,10,5,516,446,Machine Wash TEC Supersoft,68,538,433,538,794,-46,-363,256,2,N
200193101,RAGLAN RIB ROLL,Marks & Spencer Plc T30 Gents,AW20N,Automatic,M,10,"7,893",85,2,62,28,0,5,423,390,Machine Wash TEC Supersoft,68,523,427,523,757,3,23,234,2,Y
200072201,T20.782,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"4,400",85,2,69,47,0,12,288,250,Normal Wash Soft,28,173,118,173,365,-25,-93,192,1,N
200070202,T20.788,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"3,100",85,2,70,35,0,5,293,255,Piece Dye Cotton,130,145,62,145,268,-45,-122,123,1,N
200102201,SS'20 COTT,OVS  Con S.P.A  Oviesse Gents,SS20N,Hand Flat,S,7,"3,500",90,2,48,40,6,5,534,486,Normal Wash Soft,10,140,95,178,277,-9,-24,137,1,N
200064301,T681.032 - Q215343,Woolworths (Pty) Ltd Premium Ladies,AW20S,Automatic,M,12,100,85,5,195,45,0,13,932,810,Merino Anticockle,35,"1,244","1,053","1,244","2,496",-3,-68,"1,252",5,N
200162001,VEST MAREEBA,Joseph A. Bank Mfg. Co Inc Retail Warehouse Gents,AW20N,Automatic,M,12,"13,102",85,2,37,43,0,3,203,186,Merino Anticockle,35,248,198,265,421,7,29,174,2,Y
190222202,92 0072,Verweij Fashion BV Gents,AW19N,Automatic,M,12,300,89,4,39,31,5,5,294,275,Machine Wash Std,57,332,264,332,702,9,64,369,5,Y
210003001,AF9434,LACOSTE-LIVE-LADIES,SS21N,Automatic,C,14,"1,834",83,3,70,48,2,5,266,250,Normal Wash Soft,28,291,204,291,766,11,81,475,4,Y
210074701,T681.050,Woolworths (Pty) Ltd Premium Ladies,AW21S,Automatic,C,12,"1,200",83,5,56,31,0,5,184,160,Normal Wash Soft,28,201,158,201,615,-14,-85,414,4,N
210063102,T712.036,Woolworths (Pty) Ltd Edition Knitwear Ladies,AW21S,Automatic,M,5,"3,400",83,2,64,40,0,10,713,620,Normal Wash Soft,28,264,192,264,466,-6,-27,202,2,N
210079101,MKM.030 REPEAT,Markham Gents,AW21S,Automatic,S,5,"34,000",83,2,43,24,4,3,678,753,Piece Dye Cotton,130,197,75,224,283,-11,-31,86,1,N
190228613,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,10,"11,513",89,2,44,37,2,5,487,443,Normal Wash Supersoft,17,195,145,195,370,8,29,175,2,Y
190228638,PULLOVERS,Betty Barclay Gents,AW19N,Automatic,S,12,"4,889",89,2,74,29,2,5,320,291,Normal Wash Supersoft,17,141,93,141,408,16,67,267,2,Y
200075001,COTTON & M,Dunnes Stores Gents,SS20N,Hand Flat,S,12,"10,004",90,1,61,32,0,6,282,256,Normal Wash Supersoft,17,171,127,190,344,12,41,173,2,Y
200075002,COTTON & M,Dunnes Stores Gents,SS20N,Hand Flat,S,12,"10,222",90,1,61,28,0,6,292,265,Normal Wash Supersoft,17,177,132,195,344,12,41,168,2,Y
200088701,SUP.042,Superbalist Gents,AW20S,Automatic,S,7,200,85,5,61,28,0,5,744,610,Normal Wash Soft,28,148,95,173,401,-57,-227,253,3,N
200088601,SUP.044,Superbalist Gents,AW20S,Automatic,S,12,320,85,5,54,33,0,5,343,281,Normal Wash Std,28,121,80,144,350,-69,-243,229,2,N
200085601,SUP.063,Superbalist Gents,AW20S,Automatic,S,7,24,85,5,52,28,0,5,677,555,Normal Wash Soft,28,189,136,214,421,-48,-203,232,3,N
200076201,AH2006,Lacoste Gents SPW,AW20N,Automatic,C,10,"2,400",85,3,75,38,5,5,682,630,Normal Wash Soft,28,767,651,767,"1,212",3,32,445,4,Y
200075028,COTTON & M,Dunnes Stores Gents,SS20N,Hand Flat,S,7,"1,000",90,3,67,30,0,6,440,400,Felted Finish,16,264,207,297,628,8,53,364,4,Y
200075029,COTTON & M,Dunnes Stores Gents,SS20N,Automatic,S,5,"1,600",89,2,146,32,0,6,559,508,Normal Wash Supersoft,17,318,257,350,610,-22,-132,293,2,N
200075030,COTTON & M,Dunnes Stores Gents,SS20N,Automatic,S,12,"1,600",89,2,98,52,17,6,550,500,Normal Wash Supersoft,17,251,146,281,558,-19,-105,306,2,N
200198101,LMNYL CARDIGAN,Marks & Spencer Plc T30 Gents,AW20N,Automatic,M,12,"5,976",85,2,60,35,16,5,345,300,Machine Wash TEC Supersoft,68,326,246,326,578,-1,-7,252,2,N
200190201,NEP FELTED BASEBALL,Marks & Spencer Plc T30 Gents,AW20N,Automatic,M,7,"3,028",85,2,65,46,19,6,499,442,Felted Finish,40,499,410,499,747,-7,-52,248,2,N
200193601,LAMBSWOOL BLOCK STRIPE,Marks & Spencer Plc T30 Gents,AW20N,Hand Flat,M,10,"1,634",93,2,55,28,0,5,345,310,Machine Wash TEC Supersoft,68,432,346,432,624,-2,-14,192,2,N
200204101,LWOOL DURENNE ZIP THROUGH,Marks & Spencer Plc T30 Gents,AW20N,Automatic,M,5,"11,242",85,2,57,44,19,5,757,684,Felted Finish,40,561,417,561,830,2,20,269,2,Y
200037010,T51.534 VN,Woolworths Classic Collection Knitwear Gents,AW21N,Automatic,S,12,"71,100",85,2,55,29,0,5,268,245,Normal Wash Soft,28,102,64,102,249,2,6,148,2,Y
200079908,ROLL NECK,Daniel Hechter Gents,AW20S,Automatic,S,12,"8,810",85,2,66,34,2,5,300,272,Normal Wash Supersoft,28,121,76,149,348,11,40,226,2,Y
190198902,LAMBSWOOL ZIP THROUGH,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,7,"1,436",93,3,64,40,23,5,464,417,Machine Wash TEC Supersoft,68,514,379,514,809,-20,-162,295,2,N
190130404,LAMBSWOOL CARDIGAN,Marks & Spencer Plc T30 Gents,AW19N,Hand Flat,M,7,"1,253",93,3,65,26,8,5,396,360,Machine Wash TEC Supersoft,68,430,327,430,688,-15,-100,258,2,N
200141602,OPUS /N SADDLE SHLD CASH,Devred SAS Gents,AW20N,Hand Flat,S,12,"3,001",90,2,78,35,0,5,225,214,Normal Wash Std,10,84,51,84,300,11,33,216,2,Y
200056307,OPELAGA,Devred SAS Gents,AW20N,Hand Flat,S,12,"7,550",90,1,76,26,3,5,257,240,Normal Wash Std,10,97,65,97,222,1,3,125,1,Y
190118315,LAMBSWOOL FT CREW NECK,Marks & Spencer Plc T30 Outlet Gents,AW20N,Hand Flat,M,10,"35,400",93,1,51,22,0,5,318,292,Machine Wash TEC Supersoft,68,361,284,361,530,13,69,168,2,Y
190176508,2653M,Marks & Spencer Plc T30 Outlet Gents,AW20N,Hand Flat,M,10,"26,000",93,1,56,21,0,5,314,286,Machine Wash TEC Supersoft,68,357,280,357,526,10,54,168,2,Y
200189801,SIXTINE,Zadig & Voltaire Ladies,AW20N,Automatic,C,14,"1,258",85,3,87,103,36,5,236,"2,455",Merino Anticockle,35,499,287,499,"1,442",13,188,943,4,Y
200194001,SIXTINE BIS BUTTERFLY,Zadig & Voltaire Ladies,AW20N,Automatic,C,14,259,85,3,87,103,36,5,236,245,Merino Anticockle,35,512,287,512,"1,453",13,186,941,4,Y
200035301,T20.755,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"5,300",85,2,55,42,0,5,299,260,Normal Wash Soft,28,133,79,133,259,-39,-101,126,1,N
200052004,MORIS,Woolworths Classic Collection Knitwear Gents,AW20S,Automatic,S,12,"3,800",85,2,50,33,0,5,330,296,Normal Wash Soft,28,128,74,128,346,9,32,218,2,Y
200034903,T20.753,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Hand Flat,M,12,"13,400",93,1,85,37,0,5,217,185,Normal Wash Soft,28,103,54,103,242,-16,-38,140,1,N
200111901,PUL 19,Mr Blue Gents,SS20N,Automatic,S,12,100,89,2,55,34,1,5,324,300,Normal Wash Std,10,109,79,129,371,11,40,262,3,Y
200112001,PUL 20,Mr Blue Gents,SS20N,Automatic,S,12,600,89,2,55,34,1,5,362,335,Normal Wash Std,10,119,87,139,371,8,30,252,3,Y
200112101,PUL 4/04501440,Mr Blue Gents,SS20N,Automatic,S,12,"1,200",89,2,50,34,13,5,348,322,Normal Wash Std,10,162,84,179,327,-4,-13,165,2,N
200112201,PUL 7,Mr Blue Gents,SS20N,Automatic,S,12,700,89,2,51,34,4,5,302,280,Normal Wash Std,10,113,73,128,293,6,17,180,2,Y
200112301,PUL 6/22/23/24,Mr Blue Gents,SS20N,Automatic,S,12,"2,000",89,2,45,34,10,5,302,280,Fresco(Denim) dye,138,131,60,147,296,0,1,165,2,Y
200112401,PUL 10,Mr Blue Gents,SS20N,Automatic,S,12,500,89,2,45,34,10,5,302,280,Fresco(Denim) dye,138,131,60,154,436,32,141,305,3,Y
200112601,PUL 1,Mr Blue Gents,SS20N,Automatic,S,12,700,89,2,45,34,13,5,302,280,Normal Wash Std,10,149,74,165,296,-8,-22,147,2,N
200112801,PUL 2,Mr Blue Gents,SS20N,Hand Flat,S,12,600,90,2,71,33,4,5,300,280,Heavy Garment Wash,14,181,136,203,412,2,9,231,2,Y
200112901,04511044 + PUL 5,Mr Blue Gents,SS20N,Hand Flat,S,12,"1,200",90,2,71,33,11,5,300,280,Heavy Garment Wash,14,219,138,242,446,-2,-10,227,2,N
210040502,ROMAN,POLO Gents,AW21S,Automatic,C,12,"1,613",85,3,48,37,2,5,355,361,Normal Wash Soft,28,119,65,179,577,26,149,458,5,Y
210040602,ROLAND,POLO Gents,AW21S,Automatic,C,12,"2,140",85,3,51,37,2,5,395,0,Normal Wash Supersoft,28,151,94,220,583,19,112,432,5,Y
210049301,LS COTTON CREW NECK,Bonobos (US)  Gents,SS21N,Automatic,M,14,"9,868",85,2,62,50,0,5,220,200,Normal Wash Std,28,313,256,334,693,21,147,380,3,Y
200188904,T20.782 REPEAT,Woolworths (Pty) Ltd Mainstream Ladies,SS20S,Automatic,M,12,"1,600",85,2,72,47,0,23,291,250,Normal Wash Soft,28,242,184,242,443,-26,-116,200,1,N
190228505,JUMPER,Tesco Getns,AW19N,Hand Flat,S,14,"3,096",90,2,94,31,0,6,301,274,Normal Wash Supersoft,17,374,304,374,527,-9,-50,153,1,N
190228506,JUMPER,Tesco Getns,AW19N,Hand Flat,S,14,"3,579",90,2,94,31,0,6,301,274,Normal Wash Supersoft,17,374,304,374,527,-9,-50,153,1,N
200065501,ZIP TESTUR Stitch @ Front ONLY,Woolworths W-Collection Gents,AW20S,Automatic,S,12,"3,001",89,2,68,41,11,5,315,282,Normal Wash Std,28,301,233,301,585,4,21,285,2,Y
200071603,crew cable,Woolworths W-Collection Gents,AW20S,Automatic,S,12,"3,300",89,2,59,32,0,5,300,0,Normal Wash Std,28,272,220,272,536,11,61,264,3,Y
200075010,COTTON & M,Dunnes Stores Gents,SS20N,Automatic,S,12,"1,999",89,2,112,31,7,5,506,460,Enzyme Wash,16,161,112,179,347,-49,-170,187,1,N
200075011,COTTON & M,Dunnes Stores Gents,SS20N,Hand Flat,S,10,"2,502",90,2,55,36,8,6,400,364,Normal Wash Soft,10,156,94,175,351,-5,-18,194,2,N
200056301,PELAGA OPT,Devred SAS Gents,SS20N,Hand Flat,S,12,"30,001",90,1,76,26,3,5,257,240,Normal Wash Soft,10,98,66,98,218,-1,-3,119,1,N
200043101,T20.764,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Automatic,M,12,"3,473",85,2,85,43,0,10,414,360,Normal Wash Soft,28,154,97,154,338,-36,-122,184,1,N
200007404,CALLY- TAG ON,Edgars  Stone Harbour Gents,AW20S,Hand Flat,M,12,"1,680",93,2,82,31,0,5,315,295,Piece Dye Cotton,130,116,48,147,315,6,18,199,2,Y
200007405,CALLY,POLO Gents,AW20S,Hand Flat,M,12,"6,800",93,2,82,31,6,5,315,295,Piece Dye Cotton,130,134,48,176,552,41,227,417,3,Y
200007503,CALLOR,POLO Gents,AW20S,Hand Flat,C,12,"2,416",93,2,61,34,8,3,215,211,Piece Dye Cotton,130,102,34,140,468,22,101,366,3,Y
200006203,HEAVY PIQUE,POLO Gents,AW20S,Automatic,C,12,"3,511",85,2,56,28,6,5,396,385,Piece Dye Cotton,130,169,62,206,446,11,48,277,3,Y
200179501,LWOOL CREW NECK 2652M,Marks & Spencer Plc T30 Gents,AW20N,Hand Flat,M,10,"300,000",93,1,51,22,0,4,326,295,Machine Wash TEC Supersoft,68,360,290,360,489,6,31,129,2,Y
190130405,LAMBSWOOL CARDIGAN,Marks & Spencer Plc T30 Gents,AW20N,Hand Flat,M,7,"28,000",93,1,61,26,8,5,406,360,Machine Wash TEC Supersoft,68,391,305,391,586,10,57,195,2,Y
200215404,PUL 54,Mr Blue Gents,AW20N,Hand Flat,M,12,"1,400",90,2,75,32,4,5,276,260,Machine Wash Supersoft,57,218,163,242,450,9,42,232,2,Y
200215503,pul 57,Mr Blue Gents,AW20N,Hand Flat,M,7,"1,000",90,1,54,28,4,5,353,333,Normal Wash Std,10,294,247,319,471,10,48,177,2,Y
200215504,pul 56,Mr Blue Gents,AW20N,Hand Flat,M,7,"1,000",90,1,55,31,11,5,353,333,Normal Wash Std,10,330,246,358,524,9,50,194,2,Y
200075031,COTTON & M,Dunnes Stores Gents,SS20N,Automatic,S,7,"7,000",89,2,52,30,7,5,350,318,Machine Wash Std,57,372,291,398,497,-8,-38,125,1,N
200006403,CGATTI,POLO Gents,AW20S,Automatic,C,10,"1,600",85,3,57,24,5,5,415,418,Normal Wash Std,28,156,101,196,532,13,71,376,4,Y
200004005,CARINOS,POLO Gents,AW20S,Hand Flat,C,12,"1,502",93,2,82,31,1,5,280,275,Merino Wash,28,232,178,278,633,16,102,400,3,Y
200113001,PUL 17,Mr Blue Gents,SS20N,Automatic,S,12,500,89,4,51,40,15,5,337,315,Normal Wash Std,10,166,82,190,460,-25,-116,294,3,N
200113101,PUL 16,Mr Blue Gents,SS20N,Automatic,S,10,600,89,4,45,52,9,5,520,500,Normal Wash Std,10,218,124,241,450,-40,-182,232,2,N
200102208,SS'20 COTT,OVS  Con S.P.A  Oviesse Gents,SS20N,Hand Flat,S,12,"5,170",90,2,75,27,0,5,266,242,Normal Wash Supersoft,17,252,208,298,381,-10,-37,128,1,N
200045202,CASSY C DESTROY,Zadig & Voltaire Ladies,AW20N,Automatic,C,5,"1,409",85,4,69,54,33,5,325,345,Cashmere Wash,40,"1,897","1,689","1,897","2,487",-3,-83,590,4,N
200079910,ROLL NECK,Woolworths Classic Collection Knitwear Gents,AW21S,Automatic,S,12,"22,300",85,2,76,31,0,5,295,272,Normal Wash Supersoft,28,135,82,135,285,-16,-45,150,1,N
210046201,HKN 60248042,Trenery Gents,AW21S,Automatic,M,12,"8,001",85,2,57,37,3,4,306,294,Merino Antipilling,50,392,325,392,558,-7,-38,166,2,N
210046301,HKN 60248043,Trenery Gents,AW21S,Automatic,M,12,"8,001",85,2,57,37,4,3,302,285,Merino Antipilling,50,388,321,388,558,-6,-33,171,2,N
210046401,HKN 60249496,Trenery Gents,AW21S,Automatic,M,12,"5,150",85,2,61,46,18,5,329,316,Merino Antipilling,50,453,358,453,722,-3,-19,269,2,N
210048102,HP-UGOT,Stockomani - Gents,SS21N,Automatic,S,10,"3,080",85,2,67,26,1,5,350,335,Normal Wash Soft,28,140,91,140,384,8,32,244,2,Y
210016701,CICI C PATCH,Zadig & Voltaire Ladies,SS21N,Automatic,C,12,"4,798",83,2,48,49,14,5,191,185,Cashmere Wash,40,"1,044",920,"1,044","1,641",21,345,597,5,Y
200137516,OPAKOUNOS (Repeat 7K Ecru) -Yarn Air,Devred SAS Gents,AW20N,Automatic,S,14,"7,000",85,2,49,38,0,5,238,235,Merino Anticockle,35,369,312,369,554,7,39,185,2,Y
210046202,HKN 60248042,Trenery Gents,AW21S,Automatic,M,12,400,85,2,57,37,3,4,306,294,Merino Antipilling,50,427,359,427,596,-6,-35,169,2,N
200068901,AJ3183,Lacoste Kids SPW,AW20N,Automatic,C,14,"1,700",85,3,38,34,5,5,131,119,Normal Wash Soft,28,162,91,162,499,13,66,338,4,Y
200042904,MAXIME,Woolworths Classic Collection Knitwear Gents,AW20S,Automatic,S,7,"3,001",85,2,69,27,0,5,580,524,Normal Wash Soft,28,211,148,211,490,13,64,278,3,Y
200105308,  STRIPE JUMPER,Woolworths Classic Collection Knitwear Gents,AW20S,Automatic,S,7,"1,501",85,3,45,31,0,5,340,324,Normal Wash Soft,28,280,219,280,543,3,17,264,3,Y
200100404,FLJ012,Queenspark - Gents,AW20S,Automatic,S,10,"1,501",85,3,55,33,10,5,420,405,Piece Dye Cotton,130,180,76,195,519,5,27,339,3,Y
200127201,T681.040,Woolworths (Pty) Ltd Premium Ladies,AW20S,Automatic,M,12,100,85,5,58,53,0,6,373,324,Cashmere Wash,40,"1,992","1,747","1,992","2,844",9,245,852,7,Y
200103004,LYON-Plaiting,Edgars  Stone Harbour Gents,AW20S,Hand Flat,S,10,"16,200",93,1,61,22,0,5,340,330,Normal Wash Soft,28,119,75,146,269,12,33,150,2,Y
200179601,NEW STYLE VEE NECK,Marks & Spencer Plc T30 Gents,AW20N,Hand Flat,M,10,"150,000",93,1,63,21,0,4,320,285,Machine Wash TEC Supersoft,68,348,278,348,486,5,26,139,2,Y
200233101,NOEL,Bonobo Gents,AW20N,Automatic,S,10,"3,001",85,2,49,31,1,5,315,0,Heavy Garment Wash,40,266,202,266,509,12,60,243,3,Y
200034901,T20.753,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Hand Flat,M,12,"7,000",93,1,54,44,0,5,304,265,Normal Wash Soft,28,133,80,133,256,-8,-21,122,1,N
200077401,T05.385,Woolworths (Pty) Ltd Modern Ladies,AW20S,Automatic,M,7,"3,500",85,2,72,40,5,5,585,509,Normal Wash Soft,28,203,125,203,363,-30,-111,160,1,N
200005701,T20.771,Woolworths (Pty) Ltd Mainstream Ladies,AW20N,Automatic,M,14,"3,001",85,2,86,41,0,5,298,259,Normal Wash Soft,28,134,80,134,334,-28,-93,200,2,N
200092701,T519.930,Woolworths (Pty) Ltd Studio Gents,AW20S,Automatic,M,12,"1,501",85,3,71,51,0,5,368,350,Normal Wash Soft,28,301,237,301,482,-45,-218,181,1,N
190068923,RUSTIN V N,Makro Gents,AW20N,Hand Flat,S,12,"2,000",95,1,84,32,0,5,260,,Normal Wash Soft,28,102,57,161,324,19,62,222,2,Y
200034906,T20.753,Woolworths (Pty) Ltd Mainstream Ladies,AW20S,Hand Flat,M,12,"5,200",93,1,85,37,0,5,217,185,Normal Wash Soft,28,106,56,106,256,-11,-28,150,1,N
190195703,Npariniere,Devred SAS Gents,AW19N,Automatic,S,12,"1,650",89,2,58,40,5,5,250,236,Normal Wash Std,10,103,62,103,292,7,20,189,2,Y
190249104,HG-UMAS18,Stockomani - Gents,AW20N,Hand Flat,S,12,"7,680",90,2,67,29,8,7,260,250,Normal Wash Std,10,242,154,242,450,8,36,208,2,Y
200174501,FA20KCA68-403,Kenneth Cole Awear (KCA) Gents,AW20N,Automatic,M,12,"4,650",85,2,57,37,6,5,334,301,Merino Wash,28,379,302,407,671,9,60,293,3,Y
200174502,FA20KCA68-403,Kenneth Cole Awear (KCA) Gents,AW20N,Automatic,M,12,350,85,2,64,37,6,5,413,301,Merino Wash,28,455,373,487,753,7,49,298,3,Y
200174503,FA20KCA68-403,Kenneth Cole Awear (KCA) Gents,AW20N,Automatic,M,12,960,85,2,57,37,6,5,334,301,Merino Wash,28,379,302,407,671,9,60,293,3,Y
